E step/V	I delta/uA	
7.8697157E-001	1.3399528E+004
7.8756326E-001	0.0000000E+000
7.8756326E-001	1.3382091E+004
7.8800225E-001	0.0000000E+000
7.8800225E-001	1.3364503E+004
7.8859395E-001	0.0000000E+000
7.8859395E-001	1.3358811E+004
7.8907114E-001	0.0000000E+000
7.8907114E-001	1.3346359E+004
7.8947198E-001	0.0000000E+000
7.8947198E-001	1.3334792E+004
7.9015911E-001	0.0000000E+000
7.9015911E-001	1.3328331E+004
7.9044545E-001	0.0000000E+000
7.9044545E-001	1.3303728E+004
7.9103714E-001	0.0000000E+000
7.9103714E-001	1.3288651E+004
7.9162884E-001	0.0000000E+000
7.9162884E-001	1.3282403E+004
7.9195333E-001	0.0000000E+000
7.9195333E-001	1.3260735E+004
7.9256415E-001	0.0000000E+000
7.9256415E-001	1.3249752E+004
7.9298407E-001	0.0000000E+000
7.9298407E-001	1.3226957E+004
7.9359484E-001	0.0000000E+000
7.9359484E-001	1.3204759E+004
7.9401475E-001	0.0000000E+000
7.9401475E-001	1.3191214E+004
7.9470193E-001	0.0000000E+000
7.9470193E-001	1.3179171E+004
7.9506457E-001	0.0000000E+000
7.9506457E-001	1.3159783E+004
7.9542720E-001	0.0000000E+000
7.9542720E-001	1.3144153E+004
7.9603803E-001	0.0000000E+000
7.9603803E-001	1.3130928E+004
7.9647702E-001	0.0000000E+000
7.9647702E-001	1.3122691E+004
7.9697329E-001	0.0000000E+000
7.9697329E-001	1.3109869E+004
7.9758412E-001	0.0000000E+000
7.9758412E-001	1.3100304E+004
7.9808038E-001	0.0000000E+000
7.9808038E-001	1.3094786E+004
7.9855758E-001	0.0000000E+000
7.9855758E-001	1.3091009E+004
7.9905385E-001	0.0000000E+000
7.9905385E-001	1.3074391E+004
7.9960734E-001	0.0000000E+000
7.9960734E-001	1.3062192E+004
8.0006546E-001	0.0000000E+000
8.0006546E-001	1.3041562E+004
8.0056173E-001	0.0000000E+000
8.0056173E-001	1.3026839E+004
8.0101979E-001	0.0000000E+000
8.0101979E-001	1.3006807E+004
8.0155426E-001	0.0000000E+000
8.0155426E-001	1.2983400E+004
8.0214596E-001	0.0000000E+000
8.0214596E-001	1.2952909E+004
8.0250865E-001	0.0000000E+000
8.0250865E-001	1.2921473E+004
8.0310035E-001	0.0000000E+000
8.0310035E-001	1.2901384E+004
8.0357754E-001	0.0000000E+000
8.0357754E-001	1.2880967E+004
8.0409288E-001	0.0000000E+000
8.0409288E-001	1.2856547E+004
8.0451280E-001	0.0000000E+000
8.0451280E-001	1.2843549E+004
8.0506635E-001	0.0000000E+000
8.0506635E-001	1.2824757E+004
8.0561984E-001	0.0000000E+000
8.0561984E-001	1.2809113E+004
8.0605888E-001	0.0000000E+000
8.0605888E-001	1.2791330E+004
8.0642152E-001	0.0000000E+000
8.0642152E-001	1.2763987E+004
8.0714685E-001	0.0000000E+000
8.0714685E-001	1.2751759E+004
8.0764312E-001	0.0000000E+000
8.0764312E-001	1.2742476E+004
8.0808210E-001	0.0000000E+000
8.0808210E-001	1.2727279E+004
8.0861658E-001	0.0000000E+000
8.0861658E-001	1.2708198E+004
8.0901742E-001	0.0000000E+000
8.0901742E-001	1.2683597E+004
8.0953276E-001	0.0000000E+000
8.0953276E-001	1.2681290E+004
8.1002903E-001	0.0000000E+000
8.1002903E-001	1.2674402E+004
8.1058258E-001	0.0000000E+000
8.1058258E-001	1.2653633E+004
8.1109792E-001	0.0000000E+000
8.1109792E-001	1.2642455E+004
8.1157511E-001	0.0000000E+000
8.1157511E-001	1.2618449E+004
8.1205231E-001	0.0000000E+000
8.1205231E-001	1.2584237E+004
8.1258672E-001	0.0000000E+000
8.1258672E-001	1.2571288E+004
8.1302577E-001	0.0000000E+000
8.1302577E-001	1.2550810E+004
8.1348383E-001	0.0000000E+000
8.1348383E-001	1.2530395E+004
8.1407553E-001	0.0000000E+000
8.1407553E-001	1.2512334E+004
8.1459093E-001	0.0000000E+000
8.1459093E-001	1.2491565E+004
8.1506807E-001	0.0000000E+000
8.1506807E-001	1.2473146E+004
8.1552619E-001	0.0000000E+000
8.1552619E-001	1.2460684E+004
8.1617516E-001	0.0000000E+000
8.1617516E-001	1.2455060E+004
8.1655687E-001	0.0000000E+000
8.1655687E-001	1.2436489E+004
8.1707227E-001	0.0000000E+000
8.1707227E-001	1.2413586E+004
8.1743491E-001	0.0000000E+000
8.1743491E-001	1.2393149E+004
8.1812203E-001	0.0000000E+000
8.1812203E-001	1.2367620E+004
8.1858015E-001	0.0000000E+000
8.1858015E-001	1.2347935E+004
8.1911463E-001	0.0000000E+000
8.1911463E-001	1.2325592E+004
8.1961089E-001	0.0000000E+000
8.1961089E-001	1.2299257E+004
8.2008803E-001	0.0000000E+000
8.2008803E-001	1.2275805E+004
8.2058430E-001	0.0000000E+000
8.2058430E-001	1.2248361E+004
8.2104242E-001	0.0000000E+000
8.2104242E-001	1.2230294E+004
8.2153869E-001	0.0000000E+000
8.2153869E-001	1.2197654E+004
8.2211131E-001	0.0000000E+000
8.2211131E-001	1.2179316E+004
8.2256943E-001	0.0000000E+000
8.2256943E-001	1.2167818E+004
8.2318020E-001	0.0000000E+000
8.2318020E-001	1.2127296E+004
8.2350469E-001	0.0000000E+000
8.2350469E-001	1.2105097E+004
8.2402003E-001	0.0000000E+000
8.2402003E-001	1.2084157E+004
8.2463086E-001	0.0000000E+000
8.2463086E-001	1.2060329E+004
8.2495534E-001	0.0000000E+000
8.2495534E-001	1.2044843E+004
8.2568061E-001	0.0000000E+000
8.2568061E-001	1.2031575E+004
8.2600510E-001	0.0000000E+000
8.2600510E-001	1.2022740E+004
8.2671136E-001	0.0000000E+000
8.2671136E-001	1.2016418E+004
8.2716942E-001	0.0000000E+000
8.2716942E-001	1.1993570E+004
8.2768482E-001	0.0000000E+000
8.2768482E-001	1.1970251E+004
8.2818109E-001	0.0000000E+000
8.2818109E-001	1.1946088E+004
8.2862008E-001	0.0000000E+000
8.2862008E-001	1.1928280E+004
8.2903999E-001	0.0000000E+000
8.2903999E-001	1.1905225E+004
8.2963169E-001	0.0000000E+000
8.2963169E-001	1.1884908E+004
8.3003253E-001	0.0000000E+000
8.3003253E-001	1.1871183E+004
8.3062428E-001	0.0000000E+000
8.3062428E-001	1.1844663E+004
8.3110142E-001	0.0000000E+000
8.3110142E-001	1.1817295E+004
8.3150226E-001	0.0000000E+000
8.3150226E-001	1.1803466E+004
8.3197945E-001	0.0000000E+000
8.3197945E-001	1.1782597E+004
8.3255208E-001	0.0000000E+000
8.3255208E-001	1.1764359E+004
8.3308649E-001	0.0000000E+000
8.3308649E-001	1.1745619E+004
8.3354461E-001	0.0000000E+000
8.3354461E-001	1.1724643E+004
8.3404088E-001	0.0000000E+000
8.3404088E-001	1.1700146E+004
8.3463258E-001	0.0000000E+000
8.3463258E-001	1.1684277E+004
8.3512884E-001	0.0000000E+000
8.3512884E-001	1.1657606E+004
8.3568239E-001	0.0000000E+000
8.3568239E-001	1.1638237E+004
8.3606416E-001	0.0000000E+000
8.3606416E-001	1.1609955E+004
8.3657950E-001	0.0000000E+000
8.3657950E-001	1.1579671E+004
8.3699942E-001	0.0000000E+000
8.3699942E-001	1.1547253E+004
8.3762932E-001	0.0000000E+000
8.3762932E-001	1.1516722E+004
8.3799195E-001	0.0000000E+000
8.3799195E-001	1.1524985E+004
8.3839279E-001	0.0000000E+000
8.3839279E-001	1.1510847E+004
8.3892721E-001	0.0000000E+000
8.3892721E-001	1.1496390E+004
8.3953804E-001	0.0000000E+000
8.3953804E-001	1.1474165E+004
8.3990067E-001	0.0000000E+000
8.3990067E-001	1.1445129E+004
8.4056872E-001	0.0000000E+000
8.4056872E-001	1.1419712E+004
8.4100777E-001	0.0000000E+000
8.4100777E-001	1.1403057E+004
8.4150404E-001	0.0000000E+000
8.4150404E-001	1.1379918E+004
8.4196210E-001	0.0000000E+000
8.4196210E-001	1.1355284E+004
8.4247750E-001	0.0000000E+000
8.4247750E-001	1.1349730E+004
8.4291649E-001	0.0000000E+000
8.4291649E-001	1.1323344E+004
8.4350818E-001	0.0000000E+000
8.4350818E-001	1.1296247E+004
8.4398538E-001	0.0000000E+000
8.4398538E-001	1.1267424E+004
8.4446257E-001	0.0000000E+000
8.4446257E-001	1.1247669E+004
8.4505427E-001	0.0000000E+000
8.4505427E-001	1.1230690E+004
8.4558868E-001	0.0000000E+000
8.4558868E-001	1.1204299E+004
8.4604681E-001	0.0000000E+000
8.4604681E-001	1.1200937E+004
8.4650493E-001	0.0000000E+000
8.4650493E-001	1.1176648E+004
8.4686756E-001	0.0000000E+000
8.4686756E-001	1.1152925E+004
8.4755468E-001	0.0000000E+000
8.4755468E-001	1.1122288E+004
8.4789830E-001	0.0000000E+000
8.4789830E-001	1.1104058E+004
8.4850907E-001	0.0000000E+000
8.4850907E-001	1.1091507E+004
8.4889084E-001	0.0000000E+000
8.4889084E-001	1.1078220E+004
8.4950161E-001	0.0000000E+000
8.4950161E-001	1.1057923E+004
8.4994060E-001	0.0000000E+000
8.4994060E-001	1.1036034E+004
