波長 (nm),0 mV,50 mV,100 mV,150 mV,200 mV,300 mV,400 mV,500 mV,600 mV,700 mV,800 mV,100-0,200-100,300-200,400-300,500-400,600-500,700-600,800-700,800 - 500,500 - 300,Raw data name,Mod column name
593,-0.002,0.001,0.005,0.007,0.013,0.021,0.023,0.027,0.033,0.036,0.04,0.007,0.008,0.008,0.002,0.004,0.006,0.003,0.004,0.013,0.007,,
594,-0.001,0.002,0.005,0.008,0.015,0.022,0.024,0.029,0.034,0.038,0.04,0.006,0.01,0.007,0.002,0.005,0.005,0.004,0.002,0.01,0.008,,
595,0,0.003,0.005,0.008,0.015,0.021,0.023,0.029,0.034,0.039,0.041,0.005,0.01,0.006,0.002,0.006,0.005,0.005,0.002,0.012,0.008,,
596,0,0.003,0.004,0.008,0.015,0.02,0.024,0.028,0.034,0.039,0.04,0.004,0.011,0.005,0.004,0.004,0.006,0.005,0.001,0.012,0.008,,
597,-0.001,0.002,0.006,0.009,0.013,0.021,0.024,0.03,0.033,0.038,0.041,0.007,0.007,0.008,0.003,0.006,0.003,0.005,0.003,0.011,0.008,,
598,-0.002,0.003,0.005,0.008,0.014,0.019,0.023,0.027,0.033,0.037,0.04,0.007,0.009,0.005,0.004,0.004,0.006,0.004,0.003,0.013,0.008,,
599,-0.001,0.001,0.005,0.007,0.012,0.02,0.022,0.026,0.032,0.035,0.037,0.006,0.007,0.008,0.002,0.004,0.006,0.003,0.002,0.011,0.006,,
600,-0.001,0.003,0.007,0.009,0.013,0.019,0.022,0.027,0.032,0.036,0.039,0.008,0.006,0.006,0.003,0.005,0.005,0.004,0.003,0.012,0.008,,
601,-0.001,0.001,0.004,0.008,0.012,0.018,0.022,0.025,0.031,0.034,0.036,0.005,0.008,0.006,0.004,0.003,0.006,0.003,0.002,0.011,0.008,,
602,0,0.002,0.005,0.007,0.012,0.018,0.022,0.025,0.031,0.034,0.036,0.005,0.007,0.006,0.004,0.003,0.006,0.003,0.002,0.011,0.007,,
603,-0.001,0.002,0.005,0.007,0.012,0.017,0.022,0.025,0.029,0.033,0.036,0.006,0.007,0.005,0.005,0.003,0.004,0.004,0.003,0.011,0.007,,
604,0.001,0.002,0.005,0.008,0.012,0.018,0.023,0.024,0.03,0.034,0.038,0.004,0.007,0.006,0.005,0.001,0.006,0.004,0.004,0.014,0.006,,
605,0,0.002,0.006,0.008,0.012,0.019,0.022,0.025,0.029,0.034,0.037,0.006,0.006,0.007,0.003,0.003,0.004,0.005,0.003,0.012,0.006,,
606,0,0.001,0.004,0.008,0.011,0.016,0.02,0.024,0.027,0.032,0.034,0.004,0.007,0.005,0.004,0.004,0.003,0.005,0.002,0.011,0.008,,
607,0,0.003,0.004,0.007,0.012,0.017,0.021,0.024,0.028,0.033,0.035,0.004,0.008,0.005,0.004,0.003,0.004,0.005,0.002,0.011,0.007,,
608,-0.001,0.003,0.005,0.008,0.012,0.017,0.02,0.024,0.028,0.033,0.034,0.006,0.007,0.005,0.003,0.004,0.004,0.005,0.001,0.01,0.006,,
609,0,0.002,0.005,0.008,0.012,0.016,0.02,0.023,0.028,0.032,0.033,0.005,0.007,0.004,0.004,0.003,0.005,0.004,0.001,0.01,0.007,,
610,0,0.002,0.005,0.007,0.01,0.017,0.02,0.022,0.027,0.031,0.034,0.005,0.005,0.007,0.003,0.002,0.005,0.004,0.003,0.012,0.005,,
611,-0.001,0.001,0.005,0.006,0.012,0.014,0.019,0.023,0.027,0.029,0.033,0.006,0.007,0.002,0.005,0.004,0.004,0.002,0.004,0.01,0.009,,
612,0.003,0.005,0.007,0.008,0.012,0.018,0.02,0.025,0.029,0.032,0.035,0.004,0.005,0.006,0.002,0.005,0.004,0.003,0.003,0.01,0.007,,
613,0,0.002,0.005,0.007,0.01,0.015,0.017,0.022,0.027,0.03,0.032,0.005,0.005,0.005,0.002,0.005,0.005,0.003,0.002,0.01,0.007,,
614,-0.001,0.002,0.004,0.005,0.009,0.013,0.017,0.022,0.024,0.029,0.031,0.005,0.005,0.004,0.004,0.005,0.002,0.005,0.002,0.009,0.008,,
615,0,0.003,0.005,0.006,0.01,0.015,0.019,0.021,0.024,0.03,0.033,0.005,0.005,0.005,0.004,0.002,0.003,0.006,0.003,0.012,0.006,,
616,0,0.001,0.003,0.004,0.009,0.012,0.017,0.019,0.021,0.026,0.028,0.003,0.006,0.003,0.005,0.002,0.002,0.005,0.002,0.009,0.007,,
617,-0.002,0,0.002,0.004,0.008,0.012,0.015,0.018,0.02,0.025,0.027,0.004,0.006,0.004,0.003,0.003,0.002,0.005,0.002,0.009,0.006,,
618,-0.001,0.002,0.002,0.004,0.008,0.011,0.016,0.018,0.021,0.026,0.027,0.003,0.006,0.003,0.005,0.002,0.003,0.005,0.001,0.009,0.008,,
619,0,0.002,0.004,0.006,0.009,0.013,0.016,0.021,0.023,0.025,0.028,0.004,0.005,0.004,0.003,0.005,0.002,0.002,0.003,0.008,0.007,,
620,0,0,0.005,0.006,0.008,0.013,0.016,0.018,0.022,0.027,0.027,0.005,0.003,0.005,0.003,0.002,0.004,0.005,0,0.009,0.005,,
621,-0.001,0,0.001,0.004,0.008,0.012,0.013,0.017,0.022,0.025,0.027,0.002,0.007,0.004,0.001,0.004,0.005,0.003,0.002,0.011,0.005,,
622,-0.001,0.002,0.001,0.004,0.005,0.011,0.013,0.017,0.02,0.024,0.026,0.002,0.004,0.006,0.002,0.004,0.003,0.004,0.002,0.008,0.006,,
623,-0.002,0.001,0.003,0.004,0.007,0.01,0.016,0.018,0.021,0.023,0.026,0.005,0.004,0.003,0.006,0.002,0.003,0.002,0.003,0.008,0.007,,
624,-0.001,0,0.002,0.003,0.006,0.01,0.013,0.016,0.019,0.023,0.024,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.001,0.008,0.006,,
625,0.001,0.001,0.001,0.005,0.008,0.012,0.013,0.017,0.02,0.024,0.025,0,0.007,0.004,0.001,0.004,0.003,0.004,0.001,0.007,0.005,,
626,-0.003,-0.001,0.003,0.002,0.004,0.008,0.011,0.016,0.016,0.019,0.022,0.006,0.001,0.004,0.003,0.005,0,0.003,0.003,0.006,0.008,,
627,0,0.002,0.003,0.004,0.006,0.01,0.014,0.015,0.018,0.022,0.024,0.003,0.003,0.004,0.004,0.001,0.003,0.004,0.002,0.009,0.005,,
628,-0.001,0.001,0.002,0.004,0.006,0.009,0.013,0.014,0.02,0.021,0.023,0.003,0.004,0.003,0.004,0.001,0.006,0.001,0.002,0.008,0.006,,
629,0.001,0.001,0.003,0.005,0.007,0.011,0.012,0.015,0.02,0.022,0.024,0.002,0.004,0.004,0.001,0.003,0.005,0.002,0.002,0.009,0.005,,
630,0,0.002,0.002,0.004,0.006,0.01,0.012,0.015,0.019,0.022,0.025,0.002,0.004,0.004,0.002,0.003,0.004,0.003,0.003,0.01,0.005,,
631,0,0,0.002,0.004,0.005,0.009,0.011,0.015,0.017,0.019,0.024,0.002,0.003,0.004,0.002,0.004,0.002,0.002,0.005,0.009,0.006,,
632,0.002,0.002,0.005,0.004,0.006,0.012,0.013,0.016,0.018,0.022,0.023,0.003,0.001,0.006,0.001,0.003,0.002,0.004,0.001,0.007,0.004,,
633,0,0,0.003,0.005,0.006,0.01,0.012,0.014,0.017,0.021,0.022,0.003,0.003,0.004,0.002,0.002,0.003,0.004,0.001,0.008,0.004,,
634,-0.001,0.001,0.002,0.002,0.005,0.008,0.012,0.013,0.017,0.021,0.021,0.003,0.003,0.003,0.004,0.001,0.004,0.004,0,0.008,0.005,,
635,0,0.003,0.002,0.003,0.005,0.01,0.011,0.015,0.018,0.02,0.022,0.002,0.003,0.005,0.001,0.004,0.003,0.002,0.002,0.006,0.006,,
636,-0.001,0.001,0,0.002,0.004,0.008,0.009,0.012,0.015,0.019,0.019,0.001,0.004,0.004,0.001,0.003,0.003,0.004,0,0.007,0.004,,
637,0,0.001,0.003,0.004,0.004,0.009,0.007,0.013,0.015,0.018,0.019,0.003,0.001,0.005,-0.002,0.006,0.002,0.003,0.001,0.005,0.004,,
638,-0.001,0,0.002,0.002,0.005,0.007,0.01,0.012,0.015,0.015,0.019,0.003,0.003,0.002,0.003,0.002,0.003,0,0.004,0.007,0.005,,
639,0,0.001,0.002,0.002,0.006,0.009,0.01,0.013,0.016,0.017,0.019,0.002,0.004,0.003,0.001,0.003,0.003,0.001,0.002,0.005,0.004,,
640,-0.001,0.001,0.002,0.004,0.005,0.008,0.01,0.013,0.015,0.018,0.017,0.003,0.003,0.003,0.002,0.003,0.002,0.003,-0.001,0.004,0.005,,
641,0,-0.001,0,0.001,0.004,0.006,0.008,0.01,0.012,0.015,0.017,0,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0.007,0.004,,
642,-0.001,0.002,0.001,0.003,0.005,0.009,0.01,0.013,0.014,0.018,0.018,0.002,0.004,0.004,0.001,0.003,0.001,0.004,0,0.005,0.004,,
643,0,0.001,0.003,0.005,0.005,0.008,0.008,0.012,0.015,0.017,0.018,0.003,0.002,0.003,0,0.004,0.003,0.002,0.001,0.007,0.004,,
644,0,0.003,0.002,0.004,0.005,0.008,0.009,0.011,0.016,0.018,0.019,0.002,0.003,0.003,0.001,0.002,0.005,0.002,0.001,0.007,0.003,,
645,0.002,0.003,0.004,0.005,0.006,0.008,0.01,0.012,0.015,0.016,0.019,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0.003,0.007,0.004,,
646,-0.001,0.001,0.002,0.003,0.006,0.005,0.008,0.011,0.013,0.015,0.016,0.003,0.004,-0.001,0.003,0.003,0.002,0.002,0.001,0.006,0.005,,
647,0,0.002,0.002,0.003,0.004,0.008,0.009,0.012,0.013,0.015,0.016,0.002,0.002,0.004,0.001,0.003,0.001,0.002,0.001,0.004,0.004,,
648,0,0.001,0.002,0.003,0.003,0.007,0.008,0.011,0.012,0.014,0.016,0.002,0.001,0.004,0.001,0.003,0.001,0.002,0.002,0.005,0.004,,
649,0,0,0.001,0.003,0.004,0.006,0.009,0.009,0.011,0.014,0.016,0.001,0.003,0.002,0.003,0,0.002,0.003,0.002,0.007,0.003,,
650,0,-0.001,0.003,0.002,0.005,0.006,0.006,0.009,0.011,0.013,0.014,0.003,0.002,0.001,0,0.003,0.002,0.002,0.001,0.006,0.003,,
651,-0.001,-0.001,0.001,0.002,0.002,0.004,0.005,0.007,0.009,0.012,0.013,0.002,0.001,0.002,0.001,0.002,0.002,0.003,0.001,0.006,0.004,,
652,-0.002,-0.002,0.001,0.002,0.002,0.004,0.005,0.007,0.01,0.013,0.014,0.003,0.001,0.002,0.001,0.002,0.003,0.003,0.001,0.007,0.003,,
653,-0.002,-0.001,0.001,0.001,0.001,0.003,0.005,0.007,0.009,0.012,0.013,0.003,0,0.002,0.002,0.002,0.002,0.003,0.001,0.006,0.004,,
654,0,0.001,0,0.001,0.003,0.006,0.007,0.008,0.011,0.012,0.014,0,0.003,0.003,0.001,0.001,0.003,0.001,0.002,0.006,0.003,,
655,0.001,0.003,0.002,0.002,0.003,0.005,0.006,0.01,0.009,0.013,0.014,0.001,0.001,0.002,0.001,0.004,-0.001,0.004,0.001,0.004,0.005,,
656,0,0,0.001,0.001,0.002,0.004,0.006,0.007,0.009,0.011,0.013,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.006,0.004,,
657,-0.001,-0.001,0.002,0.002,0.002,0.005,0.005,0.006,0.009,0.013,0.013,0.003,0,0.003,0,0.001,0.003,0.004,0,0.007,0.001,,
658,0.002,0.001,0.003,0.002,0.003,0.003,0.004,0.009,0.01,0.013,0.012,0.001,0,0,0.001,0.005,0.001,0.003,-0.001,0.003,0.006,,
659,-0.003,-0.002,0.001,0.001,0.001,0.004,0.005,0.006,0.009,0.011,0.01,0.004,0,0.003,0.001,0.001,0.003,0.002,-0.001,0.004,0.003,,
660,-0.001,0,-0.002,0,0.001,0.003,0.005,0.007,0.01,0.01,0.012,-0.001,0.003,0.002,0.002,0.002,0.003,0,0.002,0.004,0.004,,
661,-0.002,0,-0.001,0.001,0.002,0.003,0.003,0.004,0.007,0.009,0.011,0.001,0.003,0.001,0,0.001,0.003,0.002,0.002,0.006,0.001,,
662,0,0.001,0.002,0.003,0.003,0.003,0.006,0.006,0.009,0.012,0.013,0.002,0.001,0,0.003,0,0.003,0.003,0.001,0.006,0.003,,
663,-0.001,-0.002,0.002,-0.001,0.003,0.003,0.004,0.007,0.008,0.009,0.011,0.003,0.001,0,0.001,0.003,0.001,0.001,0.002,0.004,0.004,,
664,0,0.001,0.003,0.004,0.006,0.006,0.008,0.007,0.01,0.01,0.011,0.003,0.003,0,0.002,-0.001,0.003,0,0.001,0.004,0.001,,
665,-0.002,-0.001,0.002,0,0.001,0.005,0.005,0.005,0.008,0.01,0.01,0.004,-0.001,0.004,0,0,0.003,0.002,0,0.005,0,,
666,0.003,0.002,0.001,0.005,0.002,0.005,0.005,0.008,0.009,0.009,0.013,-0.002,0.001,0.003,0,0.003,0.001,0,0.004,0.005,0.003,,
667,0.002,0.002,0.001,0.002,0.002,0.006,0.006,0.007,0.009,0.01,0.014,-0.001,0.001,0.004,0,0.001,0.002,0.001,0.004,0.007,0.001,,
668,0,0,0.002,0.002,0.002,0.006,0.005,0.007,0.011,0.011,0.009,0.002,0,0.004,-0.001,0.002,0.004,0,-0.002,0.003,0.001,,
669,0.003,0.002,0.004,0.004,0.003,0.005,0.006,0.009,0.008,0.011,0.012,0.001,-0.001,0.002,0.001,0.003,-0.001,0.003,0.001,0.004,0.004,,
670,-0.001,0,0.001,0.002,0.001,0.004,0.004,0.008,0.008,0.008,0.009,0.002,0,0.003,0,0.004,0,0,0.001,0.001,0.004,,
671,-0.002,-0.003,0.001,0.002,0.001,0.004,0.001,0.005,0.006,0.007,0.007,0.003,0,0.003,-0.003,0.004,0.001,0.001,0,0.002,0.001,,
672,0.001,0,0,0.003,0.002,0.002,0.006,0.005,0.006,0.007,0.01,-0.001,0.002,0,0.004,-0.001,0.001,0.001,0.003,0.005,0.003,,
673,-0.002,-0.002,-0.003,0,0,0.004,0.004,0.002,0.007,0.006,0.006,-0.001,0.003,0.004,0,-0.002,0.005,-0.001,0,0.004,-0.002,,
674,-0.001,-0.001,0,0.001,-0.002,0.002,0.002,0.001,0.005,0.006,0.005,0.001,-0.002,0.004,0,-0.001,0.004,0.001,-0.001,0.004,-0.001,,
675,-0.001,-0.002,0.003,0.002,0.002,0.003,0.004,0.004,0.005,0.007,0.008,0.004,-0.001,0.001,0.001,0,0.001,0.002,0.001,0.004,0.001,,
676,-0.001,-0.001,0.002,0.001,0.002,0.001,0.002,0.004,0.004,0.006,0.007,0.003,0,-0.001,0.001,0.002,0,0.002,0.001,0.002,0.004,,
677,0,0.001,0.001,-0.001,0.001,0.003,0.002,0.006,0.007,0.01,0.006,0.001,0,0.002,-0.001,0.004,0.001,0.003,-0.004,0.001,0.003,,
678,0.003,0.002,0.003,0.003,0.002,0.007,0.005,0.007,0.008,0.009,0.009,0,-0.001,0.005,-0.002,0.002,0.001,0.001,0,0.003,0,,
679,-0.001,-0.001,-0.001,0.001,0.003,0.003,0.004,0.003,0.007,0.007,0.007,0,0.004,0,0.001,-0.001,0.004,0,0,0.004,0,,
680,0,-0.001,0.001,0,0.002,0.002,0.005,0.006,0.007,0.007,0.007,0.001,0.001,0,0.003,0.001,0.001,0,0,0.001,0.005,,
681,0,-0.001,0.002,0.003,0.001,0.006,0.005,0.004,0.007,0.005,0.009,0.002,-0.001,0.005,-0.001,-0.001,0.003,-0.002,0.004,0.005,-0.002,,
682,-0.002,0,0,-0.001,0.001,0.002,-0.002,0.003,0.006,0.006,0.004,0.002,0.001,0.001,-0.004,0.005,0.003,0,-0.002,0.001,0.001,,
683,-0.003,0,-0.001,0.001,0,0.002,0.001,0.003,0.006,0.007,0.006,0.002,0.001,0.002,-0.001,0.002,0.003,0.001,-0.001,0.003,0.001,,
684,0.001,0,0.003,0.001,0.001,0.003,0.002,0.005,0.003,0.004,0.006,0.002,-0.002,0.002,-0.001,0.003,-0.002,0.001,0.002,0.001,0.002,,
685,0.003,0.002,0,0.002,0.002,0.005,0.004,0.006,0.007,0.008,0.006,-0.003,0.002,0.003,-0.001,0.002,0.001,0.001,-0.002,0,0.001,,
686,-0.002,0,-0.002,0,-0.001,0,0.002,0.002,0.001,0.001,0.004,0,0.001,0.001,0.002,0,-0.001,0,0.003,0.002,0.002,,
687,-0.003,-0.001,-0.003,0.001,0,0.001,-0.001,0,0.002,0.006,0.005,0,0.003,0.001,-0.002,0.001,0.002,0.004,-0.001,0.005,-0.001,,
688,-0.001,-0.004,-0.001,0,0.001,0,0,0.002,0.003,0.002,0.004,0,0.002,-0.001,0,0.002,0.001,-0.001,0.002,0.002,0.002,,
689,-0.004,0,0.001,-0.002,0.001,0.002,-0.003,0.001,0.001,0.004,0.004,0.005,0,0.001,-0.005,0.004,0,0.003,0,0.003,-0.001,,
690,-0.001,-0.001,0.001,-0.001,0,-0.001,0.002,0.002,0.002,0.004,0.006,0.002,-0.001,-0.001,0.003,0,0,0.002,0.002,0.004,0.003,,
691,-0.003,-0.002,-0.001,-0.002,-0.002,-0.002,0,0.001,0.002,0.003,0.001,0.002,-0.001,0,0.002,0.001,0.001,0.001,-0.002,0,0.003,,
692,0,0.001,0.001,0.002,0.001,0,0,0.003,0.002,0.007,0.005,0.001,0,-0.001,0,0.003,-0.001,0.005,-0.002,0.002,0.003,,
693,0.002,-0.001,0.001,0,0.002,-0.001,0.003,0.003,0.002,0.005,0.004,-0.001,0.001,-0.003,0.004,0,-0.001,0.003,-0.001,0.001,0.003,,
694,-0.002,0,0.003,-0.001,0,0.002,0.003,0.003,0.003,0.006,0.005,0.005,-0.003,0.002,0.001,0,0,0.003,-0.001,0.002,0.001,,
695,-0.003,-0.002,-0.001,0,-0.001,-0.001,0.001,0.004,0.002,0.003,0.002,0.002,0,0,0.002,0.003,-0.002,0.001,-0.001,-0.002,0.004,,
696,0.003,0,0.001,0.001,0.003,-0.001,0,0.002,0.003,0.004,0.006,-0.002,0.002,-0.004,0.001,0.002,0.001,0.001,0.002,0.004,0.003,,
697,-0.002,-0.001,0,-0.004,0,-0.001,-0.001,0.002,0.002,0.003,0.004,0.002,0,-0.001,0,0.003,0,0.001,0.001,0.002,0.003,,
698,-0.001,-0.004,0,-0.002,-0.001,0.001,-0.001,0.003,0.003,0.003,0.004,0.001,-0.001,0.002,-0.002,0.004,0,0,0.001,0.001,0.002,,
699,0.004,0.003,0.004,0.002,0.001,0.002,0.002,0.003,0.005,0.008,0.008,0,-0.003,0.001,0,0.001,0.002,0.003,0,0.005,0,,
700,-0.003,-0.003,0,0,-0.002,0.001,-0.002,0.001,0.002,0.003,0.002,0.003,-0.002,0.003,-0.003,0.003,0.001,0.001,-0.001,0.001,0,,
701,0,-0.001,0.002,0.002,0.002,0,0,0.001,0.002,0.005,0.004,0.002,0,-0.002,0,0.001,0.001,0.003,-0.001,0.003,0.001,,
702,-0.002,-0.001,0,-0.002,0,0.001,0.001,0.002,0.004,0.003,0,0.002,0,0.001,0,0.001,0.002,-0.001,-0.003,-0.001,0.001,,
703,-0.003,-0.006,-0.005,-0.005,-0.005,-0.001,-0.003,-0.002,-0.001,0,-0.002,-0.002,0,0.004,-0.002,0.001,0.001,0.001,-0.002,0,-0.001,,
704,0.002,0,0,0,0.001,0.002,0.001,0.002,0.004,0.003,0.003,-0.002,0.001,0.001,-0.001,0.001,0.002,-0.001,0,0.001,0.001,,
705,0,-0.001,0.003,0.002,0.004,0.004,0.004,0.002,0.006,0.004,0.004,0.003,0.001,0,0,-0.002,0.004,-0.002,0,0.002,-0.001,,
706,-0.003,-0.001,-0.001,-0.004,-0.002,-0.001,-0.003,-0.001,0.001,0,-0.001,0.002,-0.001,0.001,-0.002,0.002,0.002,-0.001,-0.001,0,0.001,,
707,0.002,0.001,-0.001,0.001,0,0.004,0.003,0.002,0.003,0.001,0.003,-0.003,0.001,0.004,-0.001,-0.001,0.001,-0.002,0.002,0.001,-0.002,,
708,0.001,0.003,0,0.002,0,0.001,0.002,0.001,0.004,0.004,0.002,-0.001,0,0.001,0.001,-0.001,0.003,0,-0.002,0.001,0,,
709,0,-0.001,-0.002,-0.001,-0.001,-0.002,-0.001,0.002,0.002,0.001,0,-0.002,0.001,-0.001,0.001,0.003,0,-0.001,-0.001,-0.002,0.004,,
710,0,0,0.002,0,0.002,0,0,0,0.002,0.001,0.004,0.002,0,-0.002,0,0,0.002,-0.001,0.003,0.004,0,,
711,-0.001,0,-0.001,-0.001,0,0,0.001,-0.002,-0.001,0.001,0.001,0,0.001,0,0.001,-0.003,0.001,0.002,0,0.004,-0.002,,
712,0,-0.001,-0.001,0.002,-0.002,-0.002,-0.001,-0.004,0.004,0,-0.001,-0.001,-0.001,0,0.001,-0.003,0.008,-0.004,-0.001,0.002,-0.002,,
713,-0.001,-0.003,0,0,-0.003,-0.002,-0.003,-0.001,-0.002,-0.003,-0.004,0.001,-0.003,0.001,-0.001,0.002,-0.001,-0.001,-0.001,-0.003,0.001,,
714,0,0,-0.002,0,-0.003,-0.001,-0.003,0.001,-0.004,-0.002,-0.003,-0.002,-0.001,0.002,-0.002,0.004,-0.005,0.002,-0.001,-0.004,0.002,,
715,0.001,-0.002,0,-0.002,-0.001,-0.003,0,-0.003,-0.001,0.001,0.001,-0.001,-0.001,-0.002,0.003,-0.003,0.002,0.002,0,0.004,-0.001,,
716,-0.002,-0.002,-0.002,0,-0.002,-0.002,-0.002,-0.002,-0.002,0,0,0,0,0,0,0,0,0.002,0,0.002,0,,
717,-0.004,-0.005,-0.005,-0.004,-0.004,-0.003,-0.005,-0.002,-0.003,-0.001,0,-0.001,0.001,0.001,-0.002,0.003,-0.001,0.002,0.001,0.002,0.001,,
718,-0.001,0.001,-0.004,-0.003,0.001,0,-0.002,-0.005,-0.006,0,-0.001,-0.003,0.005,-0.001,-0.002,-0.003,-0.001,0.006,-0.001,0.004,-0.005,,
719,-0.002,0.001,0.003,0,-0.002,-0.001,-0.006,0.001,0.004,0.001,0.003,0.005,-0.005,0.001,-0.005,0.007,0.003,-0.003,0.002,0.002,0.002,,
720,-0.001,-0.002,-0.002,-0.004,-0.003,-0.003,-0.004,0.001,-0.004,-0.003,0.003,-0.001,-0.001,0,-0.001,0.005,-0.005,0.001,0.006,0.002,0.004,,
721,0,0,-0.002,0,-0.002,-0.002,0,-0.001,0,0.004,-0.001,-0.002,0,0,0.002,-0.001,0.001,0.004,-0.005,0,0.001,,
722,-0.003,-0.006,-0.001,0,-0.003,-0.004,-0.004,-0.003,-0.001,-0.004,-0.006,0.002,-0.002,-0.001,0,0.001,0.002,-0.003,-0.002,-0.003,0.001,,
723,0,-0.004,-0.001,-0.003,-0.003,-0.001,-0.005,-0.003,-0.002,-0.003,0.002,-0.001,-0.002,0.002,-0.004,0.002,0.001,-0.001,0.005,0.004,-0.002,,
724,-0.005,-0.002,0.002,-0.003,-0.003,-0.003,-0.002,-0.005,-0.002,-0.002,0,0.007,-0.005,0,0.001,-0.003,0.003,0,0.002,0.005,-0.002,,
725,-0.001,-0.001,0.001,-0.002,0,-0.005,-0.001,0,-0.003,0,-0.003,0.002,-0.001,-0.005,0.004,0.001,-0.003,0.003,-0.003,-0.003,0.005,,
726,-0.002,-0.006,0.001,-0.004,-0.002,-0.007,-0.003,-0.007,-0.007,-0.005,-0.007,0.003,-0.003,-0.005,0.004,-0.004,0,0.002,-0.002,0,0,,
727,0,-0.001,-0.001,-0.003,-0.003,-0.002,-0.001,-0.002,0,0.001,-0.005,-0.001,-0.002,0.001,0.001,-0.001,0.002,0.001,-0.006,-0.002,-0.001,,
728,-0.003,-0.001,-0.002,-0.001,-0.006,0,-0.003,-0.001,-0.003,-0.005,-0.004,0.001,-0.004,0.006,-0.003,0.002,-0.002,-0.002,0.001,-0.002,-0.001,,
729,0.002,-0.005,-0.002,-0.003,0,-0.005,-0.01,-0.001,-0.004,-0.004,-0.007,-0.004,0.002,-0.005,-0.005,0.009,-0.003,0,-0.003,-0.006,0.004,,
730,-0.004,-0.004,-0.004,-0.003,-0.007,0.001,-0.005,-0.004,-0.002,-0.007,-0.003,0,-0.003,0.008,-0.006,0.001,0.002,-0.005,0.004,0.001,-0.004,,
731,0.005,-0.002,0,-0.001,-0.003,0.002,0.001,0.003,0,-0.002,-0.003,-0.005,-0.003,0.005,-0.001,0.002,-0.003,-0.002,-0.001,-0.006,0.001,,
732,0.004,-0.004,-0.003,-0.004,-0.005,-0.004,-0.003,-0.003,-0.001,-0.005,-0.006,-0.007,-0.002,0.001,0.001,0,0.002,-0.004,-0.001,-0.003,0,,
733,0.002,0.001,0.002,0,-0.004,-0.002,0.001,-0.002,-0.003,0,-0.001,0,-0.006,0.002,0.003,-0.003,-0.001,0.003,-0.001,0.001,0,,
734,0,0.003,-0.006,0.002,-0.003,0,-0.002,-0.005,-0.007,0,-0.004,-0.006,0.003,0.003,-0.002,-0.003,-0.002,0.007,-0.004,0.001,-0.005,,
735,0.001,0,-0.001,-0.004,-0.003,0.002,-0.001,0,-0.004,-0.003,-0.003,-0.002,-0.002,0.005,-0.003,0.001,-0.004,0.001,0,-0.003,-0.002,,
736,0.005,-0.001,0.001,-0.001,-0.002,0.001,-0.007,-0.005,-0.003,-0.002,-0.004,-0.004,-0.003,0.003,-0.008,0.002,0.002,0.001,-0.002,0.001,-0.006,,
737,-0.001,-0.001,-0.002,-0.006,-0.008,-0.009,-0.007,-0.005,-0.007,-0.005,-0.001,-0.001,-0.006,-0.001,0.002,0.002,-0.002,0.002,0.004,0.004,0.005,,
738,-0.008,-0.005,-0.008,-0.006,-0.01,-0.006,-0.013,-0.012,-0.007,-0.004,-0.01,0,-0.002,0.004,-0.007,0.001,0.005,0.003,-0.006,0.002,-0.006,,
739,-0.006,-0.001,-0.005,-0.002,-0.008,-0.002,-0.006,-0.008,-0.007,-0.006,-0.007,0.001,-0.003,0.006,-0.004,-0.002,0.001,0.001,-0.001,0.001,-0.006,,
740,0.005,-0.001,0,-0.001,-0.001,0.002,-0.003,-0.002,-0.004,0.001,-0.005,-0.005,-0.001,0.003,-0.005,0.001,-0.002,0.005,-0.006,-0.003,-0.004,,
741,0.001,-0.006,-0.003,0.003,-0.002,-0.007,-0.004,-0.007,-0.007,-0.004,-0.005,-0.004,0.001,-0.005,0.003,-0.003,0,0.003,-0.001,0.002,0,,
742,-0.008,-0.008,-0.007,-0.006,-0.01,-0.006,-0.009,-0.013,-0.006,-0.006,-0.009,0.001,-0.003,0.004,-0.003,-0.004,0.007,0,-0.003,0.004,-0.007,,
743,0.006,0.004,0.007,0.004,0.005,0.003,0.003,0.001,0.002,0.004,-0.002,0.001,-0.002,-0.002,0,-0.002,0.001,0.002,-0.006,-0.003,-0.003,,
744,0.008,0.003,0.008,0.003,0.001,0.002,0.002,-0.002,0.002,0.005,0.005,0,-0.007,0.001,0,-0.004,0.004,0.003,0,0.007,-0.004,,
745,0.004,0.004,0.001,-0.001,0.002,-0.007,-0.002,0.002,-0.006,-0.004,-0.005,-0.003,0.001,-0.009,0.005,0.004,-0.008,0.002,-0.001,-0.007,0.009,,
746,0.007,0.005,0.008,0.006,0.002,0.006,0.001,-0.003,0.006,0,0.003,0.001,-0.006,0.004,-0.005,-0.004,0.009,-0.006,0.003,0.007,-0.01,,
747,0.008,0,-0.001,-0.002,-0.004,-0.003,0.005,-0.005,-0.004,-0.003,-0.013,-0.009,-0.003,0.001,0.008,-0.01,0.001,0.001,-0.01,-0.009,-0.002,,
748,0.004,0.005,-0.002,0.006,0,0,-0.005,0.001,0.001,-0.006,-0.003,-0.006,0.002,0,-0.005,0.006,0,-0.007,0.003,-0.003,0.001,,
